arquivo,subpasta_nivel_2,subpasta_nivel_3,nome,extensao,tamanho_bytes,linhas,versao_detectada
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V80.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V80.md,.md,878,19,80
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V82.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V82.md,.md,965,20,82
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V83.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V83.md,.md,965,20,83
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V84.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V84.md,.md,496,16,84
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V85.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V85.md,.md,496,16,85
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V86.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V86.md,.md,496,16,86
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V87.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V87.md,.md,449,13,87
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V88.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V88.md,.md,449,13,88
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V89.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V89.md,.md,716,19,89
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V90.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V90.md,.md,386,9,90
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V91.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V91.md,.md,386,9,91
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V92.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V92.md,.md,405,9,92
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V93.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V93.md,.md,452,9,93
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V94.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V94.md,.md,452,9,94
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V95.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V95.md,.md,492,9,95
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V96.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V96.md,.md,470,9,96
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V97.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V97.md,.md,470,9,97
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V98.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V98.md,.md,736,14,98
relatorios/historico/estruturas/ESTRUTURA_REPOSITORIO_V99.md,relatorios/historico,relatorios/historico/estruturas,ESTRUTURA_REPOSITORIO_V99.md,.md,965,19,99
relatorios/historico/estruturas/etapa_modelos_script1/PREPARACAO_MODELOS_SCRIPT1_PAGAMENTOS_V139.md,relatorios/historico,relatorios/historico/estruturas,PREPARACAO_MODELOS_SCRIPT1_PAGAMENTOS_V139.md,.md,1019,21,139
relatorios/historico/limpeza_repositorio/CORRECAO_COMPATIBILIDADE_PANDAS_V199.md,relatorios/historico,relatorios/historico/limpeza_repositorio,CORRECAO_COMPATIBILIDADE_PANDAS_V199.md,.md,1751,36,199
relatorios/historico/limpeza_repositorio/CORRECAO_SAIDA_OFICIAL_V192.md,relatorios/historico,relatorios/historico/limpeza_repositorio,CORRECAO_SAIDA_OFICIAL_V192.md,.md,1721,34,192
relatorios/historico/limpeza_repositorio/ETAPA5_LIMPEZA_LEGADO_DIAGNOSTICO_V187.md,relatorios/historico,relatorios/historico/limpeza_repositorio,ETAPA5_LIMPEZA_LEGADO_DIAGNOSTICO_V187.md,.md,1134,27,187
relatorios/historico/limpeza_repositorio/MANIFESTO_REBAIXAMENTO_DOCUMENTAL_V201.md,relatorios/historico,relatorios/historico/limpeza_repositorio,MANIFESTO_REBAIXAMENTO_DOCUMENTAL_V201.md,.md,413,10,201
relatorios/historico/limpeza_repositorio/NORMALIZACAO_CAMINHOS_SAIDAS_SCRIPTS_V186.md,relatorios/historico,relatorios/historico/limpeza_repositorio,NORMALIZACAO_CAMINHOS_SAIDAS_SCRIPTS_V186.md,.md,1009,13,186
relatorios/historico/limpeza_repositorio/RESUMO_ATUALIZACAO_V190.md,relatorios/historico,relatorios/historico/limpeza_repositorio,RESUMO_ATUALIZACAO_V190.md,.md,1245,27,190
relatorios/historico/objetivo_final/ATUALIZACAO_CACHE_DADOS_E_REEXECUCAO_V178.md,relatorios/historico,relatorios/historico/objetivo_final,ATUALIZACAO_CACHE_DADOS_E_REEXECUCAO_V178.md,.md,4050,72,178
relatorios/historico/objetivo_final/AUDITORIA_ALINHAMENTO_CONTRATO_OBJETIVO_FINAL_V176.md,relatorios/historico,relatorios/historico/objetivo_final,AUDITORIA_ALINHAMENTO_CONTRATO_OBJETIVO_FINAL_V176.md,.md,2279,37,176
relatorios/historico/objetivo_final/AUDITORIA_REEXECUCAO_CACHE_DADOS_V178.md,relatorios/historico,relatorios/historico/objetivo_final,AUDITORIA_REEXECUCAO_CACHE_DADOS_V178.md,.md,2212,18,178
relatorios/historico/objetivo_final/AUDITORIA_REPOSITORIO_OBJETIVO_FINAL_V175.md,relatorios/historico,relatorios/historico/objetivo_final,AUDITORIA_REPOSITORIO_OBJETIVO_FINAL_V175.md,.md,7583,158,175
relatorios/historico/reorganizacao_local_switching/AUDITORIA_CONGELAMENTO_APLICAR_SWITCHING_EVENTOS_V174.md,relatorios/historico,relatorios/historico/reorganizacao_local_switching,AUDITORIA_CONGELAMENTO_APLICAR_SWITCHING_EVENTOS_V174.md,.md,4911,90,174
relatorios/historico/reorganizacao_local_switching/AUDITORIA_CONGELAMENTO_SWITCHING_PARCIAL_V172.md,relatorios/historico,relatorios/historico/reorganizacao_local_switching,AUDITORIA_CONGELAMENTO_SWITCHING_PARCIAL_V172.md,.md,3334,67,172
relatorios/historico/reorganizacao_local_switching/AUDITORIA_ORQUESTRADOR_LOCAL_SWITCHING_V173.md,relatorios/historico,relatorios/historico/reorganizacao_local_switching,AUDITORIA_ORQUESTRADOR_LOCAL_SWITCHING_V173.md,.md,2132,49,173
relatorios/historico/reorganizacao_local_switching/EXTRACAO_APLICACAO_EFEITO_EVENTO_SWITCHING_V163.md,relatorios/historico,relatorios/historico/reorganizacao_local_switching,EXTRACAO_APLICACAO_EFEITO_EVENTO_SWITCHING_V163.md,.md,2917,72,163
relatorios/historico/reorganizacao_local_switching/EXTRACAO_BUILDER_ESTADO_SIMULADOR_V158.md,relatorios/historico,relatorios/historico/reorganizacao_local_switching,EXTRACAO_BUILDER_ESTADO_SIMULADOR_V158.md,.md,1649,39,158
relatorios/historico/reorganizacao_local_switching/EXTRACAO_CAMADA_COMUM_DESTINO_SWITCHING_V170.md,relatorios/historico,relatorios/historico/reorganizacao_local_switching,EXTRACAO_CAMADA_COMUM_DESTINO_SWITCHING_V170.md,.md,1693,43,170
relatorios/historico/reorganizacao_local_switching/EXTRACAO_HELPERS_INTEGRAL_PARCIAL_APLICAR_SWITCHING_V162.md,relatorios/historico,relatorios/historico/reorganizacao_local_switching,EXTRACAO_HELPERS_INTEGRAL_PARCIAL_APLICAR_SWITCHING_V162.md,.md,2045,39,162
relatorios/historico/reorganizacao_local_switching/EXTRACAO_HISTORICO_EXECUTADOS_ACUMULADORES_V164.md,relatorios/historico,relatorios/historico/reorganizacao_local_switching,EXTRACAO_HISTORICO_EXECUTADOS_ACUMULADORES_V164.md,.md,1509,39,164
relatorios/historico/reorganizacao_local_switching/EXTRACAO_MUTACAO_LOTE_ORIGEM_SWITCHING_PARCIAL_V171.md,relatorios/historico,relatorios/historico/reorganizacao_local_switching,EXTRACAO_MUTACAO_LOTE_ORIGEM_SWITCHING_PARCIAL_V171.md,.md,2861,73,171
relatorios/historico/reorganizacao_local_switching/EXTRACAO_PAYLOAD_MUTACAO_SWITCHING_INTEGRAL_V169.md,relatorios/historico,relatorios/historico/reorganizacao_local_switching,EXTRACAO_PAYLOAD_MUTACAO_SWITCHING_INTEGRAL_V169.md,.md,3165,82,169
relatorios/historico/reorganizacao_local_switching/EXTRACAO_RUNNER_SIMULADOR_CENTRAL_V157.md,relatorios/historico,relatorios/historico/reorganizacao_local_switching,EXTRACAO_RUNNER_SIMULADOR_CENTRAL_V157.md,.md,1447,26,157
relatorios/historico/validacoes/VALIDACAO_LOCAL_V10.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V10.md,.md,1038,32,10
relatorios/historico/validacoes/VALIDACAO_LOCAL_V100.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V100.md,.md,592,15,100
relatorios/historico/validacoes/VALIDACAO_LOCAL_V101.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V101.md,.md,381,9,101
relatorios/historico/validacoes/VALIDACAO_LOCAL_V103.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V103.md,.md,684,16,103
relatorios/historico/validacoes/VALIDACAO_LOCAL_V104.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V104.md,.md,513,14,104
relatorios/historico/validacoes/VALIDACAO_LOCAL_V105.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V105.md,.md,515,10,105
relatorios/historico/validacoes/VALIDACAO_LOCAL_V106.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V106.md,.md,485,13,106
relatorios/historico/validacoes/VALIDACAO_LOCAL_V107.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V107.md,.md,261,10,107
relatorios/historico/validacoes/VALIDACAO_LOCAL_V108.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V108.md,.md,365,8,108
relatorios/historico/validacoes/VALIDACAO_LOCAL_V11.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V11.md,.md,1148,37,11
relatorios/historico/validacoes/VALIDACAO_LOCAL_V114.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V114.md,.md,561,15,114
relatorios/historico/validacoes/VALIDACAO_LOCAL_V115.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V115.md,.md,545,15,115
relatorios/historico/validacoes/VALIDACAO_LOCAL_V116.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V116.md,.md,648,16,116
relatorios/historico/validacoes/VALIDACAO_LOCAL_V117.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V117.md,.md,831,18,117
relatorios/historico/validacoes/VALIDACAO_LOCAL_V118.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V118.md,.md,1187,29,118
relatorios/historico/validacoes/VALIDACAO_LOCAL_V119.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V119.md,.md,627,15,119
relatorios/historico/validacoes/VALIDACAO_LOCAL_V12.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V12.md,.md,875,30,12
relatorios/historico/validacoes/VALIDACAO_LOCAL_V120.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V120.md,.md,742,16,120
relatorios/historico/validacoes/VALIDACAO_LOCAL_V121.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V121.md,.md,792,17,121
relatorios/historico/validacoes/VALIDACAO_LOCAL_V122.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V122.md,.md,599,14,122
relatorios/historico/validacoes/VALIDACAO_LOCAL_V123.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V123.md,.md,159,6,123
relatorios/historico/validacoes/VALIDACAO_LOCAL_V124.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V124.md,.md,328,8,124
relatorios/historico/validacoes/VALIDACAO_LOCAL_V125.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V125.md,.md,390,8,125
relatorios/historico/validacoes/VALIDACAO_LOCAL_V126.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V126.md,.md,431,8,126
relatorios/historico/validacoes/VALIDACAO_LOCAL_V127.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V127.md,.md,351,9,127
relatorios/historico/validacoes/VALIDACAO_LOCAL_V128.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V128.md,.md,334,9,128
relatorios/historico/validacoes/VALIDACAO_LOCAL_V129.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V129.md,.md,264,6,129
relatorios/historico/validacoes/VALIDACAO_LOCAL_V13.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V13.md,.md,581,21,13
relatorios/historico/validacoes/VALIDACAO_LOCAL_V130.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V130.md,.md,340,8,130
relatorios/historico/validacoes/VALIDACAO_LOCAL_V131.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V131.md,.md,400,10,131
relatorios/historico/validacoes/VALIDACAO_LOCAL_V132.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V132.md,.md,418,10,132
relatorios/historico/validacoes/VALIDACAO_LOCAL_V133.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V133.md,.md,355,8,133
relatorios/historico/validacoes/VALIDACAO_LOCAL_V134.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V134.md,.md,250,8,134
relatorios/historico/validacoes/VALIDACAO_LOCAL_V135.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V135.md,.md,487,10,135
relatorios/historico/validacoes/VALIDACAO_LOCAL_V136.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V136.md,.md,279,9,136
relatorios/historico/validacoes/VALIDACAO_LOCAL_V137.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V137.md,.md,724,14,137
relatorios/historico/validacoes/VALIDACAO_LOCAL_V138.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V138.md,.md,347,6,138
relatorios/historico/validacoes/VALIDACAO_LOCAL_V14.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V14.md,.md,992,28,14
relatorios/historico/validacoes/VALIDACAO_LOCAL_V140.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V140.md,.md,450,11,140
relatorios/historico/validacoes/VALIDACAO_LOCAL_V15.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V15.md,.md,1048,35,15
relatorios/historico/validacoes/VALIDACAO_LOCAL_V16.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V16.md,.md,646,24,16
relatorios/historico/validacoes/VALIDACAO_LOCAL_V18.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V18.md,.md,1471,37,18
relatorios/historico/validacoes/VALIDACAO_LOCAL_V19.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V19.md,.md,190,3,19
relatorios/historico/validacoes/VALIDACAO_LOCAL_V20.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V20.md,.md,273,10,20
relatorios/historico/validacoes/VALIDACAO_LOCAL_V21.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V21.md,.md,605,23,21
relatorios/historico/validacoes/VALIDACAO_LOCAL_V22.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V22.md,.md,704,23,22
relatorios/historico/validacoes/VALIDACAO_LOCAL_V23.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V23.md,.md,543,17,23
relatorios/historico/validacoes/VALIDACAO_LOCAL_V24.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V24.md,.md,443,17,24
relatorios/historico/validacoes/VALIDACAO_LOCAL_V25.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V25.md,.md,540,14,25
relatorios/historico/validacoes/VALIDACAO_LOCAL_V26.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V26.md,.md,82,1,26
relatorios/historico/validacoes/VALIDACAO_LOCAL_V27.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V27.md,.md,115,5,27
relatorios/historico/validacoes/VALIDACAO_LOCAL_V28.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V28.md,.md,132,1,28
relatorios/historico/validacoes/VALIDACAO_LOCAL_V29.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V29.md,.md,199,1,29
relatorios/historico/validacoes/VALIDACAO_LOCAL_V30.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V30.md,.md,99,3,30
relatorios/historico/validacoes/VALIDACAO_LOCAL_V31.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V31.md,.md,1132,23,31
relatorios/historico/validacoes/VALIDACAO_LOCAL_V32.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V32.md,.md,1203,30,32
relatorios/historico/validacoes/VALIDACAO_LOCAL_V33.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V33.md,.md,1503,41,33
relatorios/historico/validacoes/VALIDACAO_LOCAL_V34.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V34.md,.md,1438,41,34
relatorios/historico/validacoes/VALIDACAO_LOCAL_V35.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V35.md,.md,1807,56,35
relatorios/historico/validacoes/VALIDACAO_LOCAL_V36.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V36.md,.md,1343,38,36
relatorios/historico/validacoes/VALIDACAO_LOCAL_V37.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V37.md,.md,1616,40,37
relatorios/historico/validacoes/VALIDACAO_LOCAL_V38.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V38.md,.md,514,15,38
relatorios/historico/validacoes/VALIDACAO_LOCAL_V39.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V39.md,.md,1299,33,39
relatorios/historico/validacoes/VALIDACAO_LOCAL_V40.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V40.md,.md,819,26,40
relatorios/historico/validacoes/VALIDACAO_LOCAL_V41.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V41.md,.md,872,22,41
relatorios/historico/validacoes/VALIDACAO_LOCAL_V42.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V42.md,.md,1226,30,42
relatorios/historico/validacoes/VALIDACAO_LOCAL_V45.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V45.md,.md,1097,26,45
relatorios/historico/validacoes/VALIDACAO_LOCAL_V48.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V48.md,.md,979,23,48
relatorios/historico/validacoes/VALIDACAO_LOCAL_V50.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V50.md,.md,555,17,50
relatorios/historico/validacoes/VALIDACAO_LOCAL_V51.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V51.md,.md,669,22,51
relatorios/historico/validacoes/VALIDACAO_LOCAL_V52.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V52.md,.md,822,27,52
relatorios/historico/validacoes/VALIDACAO_LOCAL_V55.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V55.md,.md,581,9,55
relatorios/historico/validacoes/VALIDACAO_LOCAL_V58.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V58.md,.md,1747,37,58
relatorios/historico/validacoes/VALIDACAO_LOCAL_V59.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V59.md,.md,1553,39,59
relatorios/historico/validacoes/VALIDACAO_LOCAL_V6.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V6.md,.md,1374,33,6
relatorios/historico/validacoes/VALIDACAO_LOCAL_V60.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V60.md,.md,1578,39,60
relatorios/historico/validacoes/VALIDACAO_LOCAL_V61.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V61.md,.md,1747,41,61
relatorios/historico/validacoes/VALIDACAO_LOCAL_V62.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V62.md,.md,1987,44,62
relatorios/historico/validacoes/VALIDACAO_LOCAL_V63.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V63.md,.md,2158,46,63
relatorios/historico/validacoes/VALIDACAO_LOCAL_V64.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V64.md,.md,2158,46,64
relatorios/historico/validacoes/VALIDACAO_LOCAL_V65.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V65.md,.md,2337,49,65
relatorios/historico/validacoes/VALIDACAO_LOCAL_V66.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V66.md,.md,2702,55,66
relatorios/historico/validacoes/VALIDACAO_LOCAL_V67.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V67.md,.md,2526,52,67
relatorios/historico/validacoes/VALIDACAO_LOCAL_V68.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V68.md,.md,2489,49,68
relatorios/historico/validacoes/VALIDACAO_LOCAL_V69.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V69.md,.md,2507,50,69
relatorios/historico/validacoes/VALIDACAO_LOCAL_V7.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V7.md,.md,723,27,7
relatorios/historico/validacoes/VALIDACAO_LOCAL_V71.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V71.md,.md,2834,53,71
relatorios/historico/validacoes/VALIDACAO_LOCAL_V72.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V72.md,.md,2834,53,72
relatorios/historico/validacoes/VALIDACAO_LOCAL_V73.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V73.md,.md,1541,34,73
relatorios/historico/validacoes/VALIDACAO_LOCAL_V74.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V74.md,.md,1422,30,74
relatorios/historico/validacoes/VALIDACAO_LOCAL_V75.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V75.md,.md,1180,30,75
relatorios/historico/validacoes/VALIDACAO_LOCAL_V76.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V76.md,.md,1253,30,76
relatorios/historico/validacoes/VALIDACAO_LOCAL_V77.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V77.md,.md,1570,38,77
relatorios/historico/validacoes/VALIDACAO_LOCAL_V78.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V78.md,.md,1823,45,78
relatorios/historico/validacoes/VALIDACAO_LOCAL_V79.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V79.md,.md,2038,51,79
relatorios/historico/validacoes/VALIDACAO_LOCAL_V8.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V8.md,.md,769,27,8
relatorios/historico/validacoes/VALIDACAO_LOCAL_V80.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V80.md,.md,641,16,80
relatorios/historico/validacoes/VALIDACAO_LOCAL_V82.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V82.md,.md,628,16,82
relatorios/historico/validacoes/VALIDACAO_LOCAL_V83.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V83.md,.md,628,16,83
relatorios/historico/validacoes/VALIDACAO_LOCAL_V84.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V84.md,.md,563,18,84
relatorios/historico/validacoes/VALIDACAO_LOCAL_V85.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V85.md,.md,1109,25,85
relatorios/historico/validacoes/VALIDACAO_LOCAL_V86.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V86.md,.md,1189,27,86
relatorios/historico/validacoes/VALIDACAO_LOCAL_V87.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V87.md,.md,582,18,87
relatorios/historico/validacoes/VALIDACAO_LOCAL_V88.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V88.md,.md,582,18,88
relatorios/historico/validacoes/VALIDACAO_LOCAL_V89.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V89.md,.md,854,25,89
relatorios/historico/validacoes/VALIDACAO_LOCAL_V9.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V9.md,.md,380,14,9
relatorios/historico/validacoes/VALIDACAO_LOCAL_V90.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V90.md,.md,441,15,90
relatorios/historico/validacoes/VALIDACAO_LOCAL_V91.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V91.md,.md,441,15,91
relatorios/historico/validacoes/VALIDACAO_LOCAL_V92.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V92.md,.md,366,14,92
relatorios/historico/validacoes/VALIDACAO_LOCAL_V93.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V93.md,.md,569,15,93
relatorios/historico/validacoes/VALIDACAO_LOCAL_V94.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V94.md,.md,569,15,94
relatorios/historico/validacoes/VALIDACAO_LOCAL_V95.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V95.md,.md,549,14,95
relatorios/historico/validacoes/VALIDACAO_LOCAL_V96.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V96.md,.md,549,14,96
relatorios/historico/validacoes/VALIDACAO_LOCAL_V97.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V97.md,.md,549,14,97
relatorios/historico/validacoes/VALIDACAO_LOCAL_V98.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V98.md,.md,683,17,98
relatorios/historico/validacoes/VALIDACAO_LOCAL_V99.md,relatorios/historico,relatorios/historico/validacoes,VALIDACAO_LOCAL_V99.md,.md,908,22,99
