pagamento_id,data_pagamento_motor,descricao_motor,valor_motor,lote_recomendado_motor,lote_final_central,lote_sugerido_extrato,estrategia_recomendada_motor,estrategia_extrato,cobertura_integral_recomendada_motor,pagamento_totalmente_coberto_central,cobertura_integral_extrato,saldo_residual_temporal_motor,saldo_remanescente_central,saldo_remanescente_extrato,necessidade_switching_motor,necessita_switching_extrato,origem_mista_detectada,divergencia_lote_motor_central,divergencia_lote_motor_extrato,divergencia_lote_central_extrato,divergencia_estrategia_motor_extrato,divergencia_cobertura_motor_central,divergencia_cobertura_motor_extrato,divergencia_cobertura_central_extrato,divergencia_saldo_motor_central,divergencia_saldo_motor_extrato,divergencia_saldo_central_extrato,divergencia_switching_motor_extrato,fonte_de_verdade_operacional,precedencia_entre_camadas
despesa_auto_00198,2027-02-19,Cartão Azul,6004.07,Lote 7000 fev.,Lote 7000 fev.,Lote 7000 fev.,sem_switching,sem_switching,sim,sim,sim,0.0,995.93,995.93,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00199,2027-02-19,Condomínio,113.31,Lote 5680 dez.,Lote 5680 dez.,Lote 5680 dez.,sem_switching,sem_switching,sim,sim,sim,0.0,144.69,144.69,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00200,2027-02-19,Escola,2831.4,Lote 5680 fev.,Lote 5680 fev.,Lote 5680 fev.,sem_switching,sem_switching,sim,sim,sim,0.0,2848.6,2848.6,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00201,2027-02-19,Material,460.0,Lote 7000 fev.,Lote 7000 fev.,Lote 7000 fev.,sem_switching,sem_switching,sim,sim,sim,0.0,535.93,535.93,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00202,2027-03-02,Cartão NU,1771.95,Lote 3000 mar. V,Lote 3000 mar. V,Lote 3000 mar. V,sem_switching,sem_switching,sim,sim,sim,0.0,1499.99,1499.99,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00203,2027-03-05,Claro Biola,64.89,Lote 5680 dez.,Lote 5680 dez.,Lote 5680 dez.,sem_switching,sem_switching,sim,sim,sim,0.0,79.8,79.8,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00204,2027-03-05,Spotify e presente Gi,141.8,Lote 7000 fev.,Lote 7000 fev.,Lote 7000 fev.,sem_switching,sem_switching,sim,sim,sim,0.0,394.13,394.13,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00205,2027-03-06,Cemig SIM,136.15,Lote 7000 fev.,Lote 7000 fev.,Lote 7000 fev.,sem_switching,sem_switching,sim,sim,sim,0.0,257.98,257.98,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00206,2027-03-06,Faxina Rosa,800.0,Lote 3000 mar. V,Lote 3000 mar. V,Lote 3000 mar. V,sem_switching,sem_switching,sim,sim,sim,0.0,665.27,665.27,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00207,2027-03-09,Claro Velti,57.89,Lote 5680 dez.,Lote 5680 dez.,Lote 5680 dez.,sem_switching,sem_switching,sim,sim,sim,0.0,21.91,21.91,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00208,2027-03-10,Cartão PS,1336.73,Lote 5680 set.,Lote 5680 set.,Lote 5680 set.,sem_switching,sem_switching,sim,sim,sim,0.0,543.27,543.27,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00209,2027-03-10,Ginástica Biola,65.0,Lote 7000 fev.,Lote 7000 fev.,Lote 7000 fev.,sem_switching,sem_switching,sim,sim,sim,0.0,192.98,192.98,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00210,2027-03-11,Cemig,86.15,Lote 7000 fev.,Lote 7000 fev.,Lote 7000 fev.,sem_switching,sem_switching,sim,sim,sim,0.0,106.83,106.83,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00211,2027-03-11,Pelada,50.0,Lote 7000 fev.,Lote 7000 fev.,Lote 7000 fev.,sem_switching,sem_switching,sim,sim,sim,0.0,56.83,56.83,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00212,2027-03-12,Aluguel,981.22,Lote 5680 jan.,Lote 5680 jan.,Lote 5680 jan.,sem_switching,sem_switching,sim,sim,sim,0.0,4698.78,4698.78,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00213,2027-03-12,Escola,2831.4,Lote 5680 fev.,Lote 5680 fev.,Lote 5680 fev.,sem_switching,sem_switching,sim,sim,sim,0.0,17.2,17.2,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00214,2027-03-16,Internet,132.4,Lote 5680 set.,Lote 5680 set.,Lote 5680 set.,sem_switching,sem_switching,sim,sim,sim,0.0,410.87,410.87,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00215,2027-03-20,Cartão Azul,7494.55,saldo_disponivel_geral,saldo_disponivel_geral,saldo_disponivel_geral,sem_switching,sem_switching,sim,sim,sim,0.0,113218.64,113218.64,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00216,2027-03-20,Condomínio,87.84,Lote 5680 set.,Lote 5680 set.,Lote 5680 set.,sem_switching,sem_switching,sim,sim,sim,0.0,323.03,323.03,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
despesa_auto_00217,2027-03-31,Licenciamento,35.62,Lote 3000 mar. V,Lote 3000 mar. V,Lote 3000 mar. V,sem_switching,sem_switching,sim,sim,sim,0.0,643.1,643.1,não,não,True,False,False,False,False,False,False,False,True,True,False,False,NAO_CONSOLIDADA,NAO_DEFINIDA
