data,pacote,candidatos_matriz,candidatos_shadow_total,candidatos_shadow_por_data,candidatos_shadow_por_lote_ativo,candidatos_shadow_bloqueados,candidatos_shadow_promoviveis,top_motivos_shadow,origem_matriz_atual,origem_shadow_real,divergencia,causa_divergencia,acao_recomendada
2026-08-06,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-06,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-06,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-06,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-10,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-10,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-10,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-10,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-10,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-11,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-11,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-11,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-11,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-11,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-12,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-12,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-12,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-12,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-12,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-15,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-15,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-15,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-15,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-15,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-20,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-20,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-20,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-20,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-08-20,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-02,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-02,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-02,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-02,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-02,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-04,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-04,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-04,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-04,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-04,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-06,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-06,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-06,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-06,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-06,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-08,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-08,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-08,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-08,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-08,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-09,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-09,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-09,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-09,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-09,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-10,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-10,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-10,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-10,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-10,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-11,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-11,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-11,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-11,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-11,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-15,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-15,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-15,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-15,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-15,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-20,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-20,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-20,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-20,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-20,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-21,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-21,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-21,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-21,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-09-21,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-02,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-02,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-02,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-02,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-02,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-05,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-05,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-05,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-05,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-05,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-06,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-06,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-06,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-06,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-06,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-07,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-07,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-07,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-07,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-07,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-08,no_action,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-08,switch_only,0,390,0,0,0,0,pacote_nao_materializado_por_restricao_da_etapa,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-08,pay_only,0,390,0,0,0,0,n/d,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-08,switch_then_pay,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
2026-10-08,pay_then_switch,0,390,0,0,0,0,shadow_sem_mapeamento_diario,ctx.switching_economico_shadow.quadro_oportunidades,ctx.switching_economico_shadow.quadro_oportunidades,True,shadow_por_lote_sem_mapeamento_diario,nao_inflar_contagem_diaria_sem_data
